model,accuracy,f1_macro,f1_weighted,train_time_seconds
Random Forest,0.5281539558089807,0.5082200807123668,0.5099582066450496,7.232856500006164
Gradient Boosting,0.5138987883107626,0.4993143650128786,0.5003336030532797,97.07318770000711
SVM (baseline),0.49679258731290094,0.4856126458660318,0.4870551760577281,39.61544649999996
